Name,Status,Rows b.p.,Cols b.p.,Rows a.p.,Cols a.p.,Nonzeros,Density,Relative Infeas,Relative Compl,Primal Objective,Dual Objetive,Max Add. Corr.,Iters,CPU Time [secs]
pds-pds-20.mps,0,33874,108175,32287,106180,7089645,1.357100e-02,5.683000e-12,4.600000e-06,2.382174e+10,2.382158e+10,3,43,1.915400e+02
pds-pds-30.mps,0,49944,158489,47968,156042,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4,48,0.000000e+00
pds-pds-40.mps,0,66844,217531,64276,214385,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7,50,0.000000e+00
pds-pds-50.mps,0,83060,275814,80339,272513,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7,54,0.000000e+00
pds-pds-60.mps,0,99431,336421,96514,332862,58118583,1.601900e-01,1.095000e-13,3.220000e-05,1.426628e+10,1.426565e+10,9,53,4.963710e+03
pds-pds-70.mps,-1,0,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0.000000e+00
pds-pds-80.mps,-1,0,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0.000000e+00
pds-pds-90.mps,-1,0,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0.000000e+00
pds-pds-100.mps,-1,0,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0,0,0.000000e+00
